admission_number,student_name,grade,section,total_fee,paid_amount,due_amount,late_fee,status
ADM-2026-00261,Meera Deshmukh,10th Grade,C,22000.0,13746.34,8253.66,0.0,PENDING_DUE
ADM-2026-00262,Vivaan Malhotra,10th Grade,D,22000.0,11205.51,10794.49,0.0,PENDING_DUE
ADM-2026-00263,Vikas Choudhury,11th Grade,C,15000.0,3357.44,11642.56,1000.0,DEFAULT_AGED
ADM-2026-00264,Aadhya Reddy,10th Grade,A,22000.0,7573.92,14426.08,0.0,PENDING_DUE
ADM-2026-00265,Pooja Sharma,12th Grade,D,12000.0,7888.11,4111.89,0.0,PENDING_DUE
ADM-2026-00266,Aarav Singh,10th Grade,D,18000.0,4109.16,13890.84,1000.0,DEFAULT_AGED
ADM-2026-00267,Reyansh Iyer,11th Grade,A,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-00268,Rahul Singh,10th Grade,B,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-00269,Vivaan Verma,10th Grade,D,15000.0,3175.22,11824.78,0.0,PENDING_DUE
ADM-2026-00270,Ayaan Sharma,10th Grade,C,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-00271,Sai Singh,10th Grade,C,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-00272,Aditya Patel,9th Grade,A,18000.0,5913.18,12086.82,0.0,PENDING_DUE
ADM-2026-00273,Aarav Reddy,12th Grade,C,22000.0,14919.12,7080.88,0.0,PENDING_DUE
ADM-2026-00274,Vivaan Menon,10th Grade,A,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-00275,Diya Verma,9th Grade,D,12000.0,506.78,11493.22,250.0,DEFAULT_AGED
ADM-2026-00276,Aarav Sharma,10th Grade,D,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-00277,Arjun Reddy,11th Grade,B,22000.0,4431.81,17568.19,500.0,DEFAULT_AGED
ADM-2026-00278,Reyansh Singh,10th Grade,B,18000.0,5784.95,12215.05,0.0,PENDING_DUE
ADM-2026-00279,Priya Pillai,10th Grade,B,18000.0,10109.39,7890.61,0.0,PENDING_DUE
ADM-2026-00280,Anjali Rao,11th Grade,B,22000.0,12971.33,9028.67,0.0,PENDING_DUE
ADM-2026-00281,Anjali Sen,12th Grade,A,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-00282,Rahul Das,11th Grade,D,12000.0,2493.55,9506.45,0.0,PENDING_DUE
ADM-2026-00283,Krishna Patel,12th Grade,D,12000.0,253.22,11746.78,1000.0,DEFAULT_AGED
ADM-2026-00284,Rahul Deshmukh,11th Grade,B,18000.0,3153.61,14846.39,250.0,DEFAULT_AGED
ADM-2026-00285,Krishna Menon,12th Grade,B,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-00286,Karan Choudhury,9th Grade,C,12000.0,2586.92,9413.08,0.0,PENDING_DUE
ADM-2026-00287,Rohan Rao,11th Grade,B,15000.0,5193.95,9806.05,0.0,PENDING_DUE
ADM-2026-00288,Vikas Joshi,12th Grade,B,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-00289,Sanya Patel,12th Grade,D,12000.0,5998.36,6001.64,0.0,PENDING_DUE
ADM-2026-00290,Pankaj Iyer,9th Grade,B,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-00291,Sanya Patel,10th Grade,A,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-00292,Pankaj Gupta,11th Grade,B,12000.0,8286.22,3713.78,0.0,PENDING_DUE
ADM-2026-00293,Sanya Deshmukh,10th Grade,D,12000.0,1305.41,10694.59,250.0,DEFAULT_AGED
ADM-2026-00294,Pari Choudhury,9th Grade,D,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-00295,Krishna Mehta,9th Grade,B,15000.0,6651.47,8348.53,0.0,PENDING_DUE
ADM-2026-00296,Aditya Rao,10th Grade,B,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-00297,Vikas Malhotra,9th Grade,C,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-00298,Diya Gupta,10th Grade,D,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-00299,Rahul Kumar,9th Grade,D,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-00300,Reyansh Das,11th Grade,D,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-00301,Pooja Singh,11th Grade,D,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-00302,Meera Sen,12th Grade,A,22000.0,4728.27,17271.73,500.0,DEFAULT_AGED
ADM-2026-00303,Meera Patel,10th Grade,C,22000.0,13383.34,8616.66,0.0,PENDING_DUE
ADM-2026-00304,Kavita Gupta,11th Grade,C,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-00305,Pooja Joshi,10th Grade,B,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-00306,Anjali Sen,11th Grade,B,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-00307,Anjali Malhotra,9th Grade,D,22000.0,2450.59,19549.41,500.0,DEFAULT_AGED
ADM-2026-00308,Sai Deshmukh,9th Grade,A,12000.0,933.52,11066.48,500.0,DEFAULT_AGED
ADM-2026-00309,Sneha Nair,12th Grade,C,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-00310,Pooja Gupta,9th Grade,A,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-00311,Aadhya Rao,12th Grade,B,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-00312,Sanya Kumar,9th Grade,C,12000.0,1312.14,10687.86,250.0,DEFAULT_AGED
ADM-2026-00313,Vikas Rao,9th Grade,A,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-00314,Aadhya Singh,10th Grade,A,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-00315,Kavita Bose,10th Grade,A,15000.0,171.06,14828.94,250.0,DEFAULT_AGED
ADM-2026-00316,Priya Kumar,9th Grade,D,22000.0,15027.66,6972.34,0.0,PENDING_DUE
ADM-2026-00317,Amit Nair,12th Grade,D,15000.0,1681.66,13318.34,500.0,DEFAULT_AGED
ADM-2026-00318,Aditya Reddy,12th Grade,C,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-00319,Aditya Mehta,11th Grade,A,22000.0,4756.53,17243.47,0.0,PENDING_DUE
ADM-2026-00320,Vikas Deshmukh,9th Grade,C,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-00321,Karan Joshi,9th Grade,B,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-00322,Ananya Kumar,10th Grade,D,22000.0,9049.12,12950.88,0.0,PENDING_DUE
ADM-2026-00323,Arjun Choudhury,11th Grade,A,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-00324,Riya Singh,9th Grade,B,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-00325,Rohan Sharma,9th Grade,A,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-00326,Vivaan Nair,10th Grade,C,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-00327,Pooja Pillai,9th Grade,C,15000.0,3889.17,11110.83,0.0,PENDING_DUE
ADM-2026-00328,Reyansh Gupta,11th Grade,A,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-00329,Sai Deshmukh,9th Grade,D,12000.0,3227.58,8772.42,250.0,DEFAULT_AGED
ADM-2026-00330,Meera Verma,11th Grade,C,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-00331,Meera Gupta,11th Grade,B,15000.0,6797.82,8202.18,0.0,PENDING_DUE
ADM-2026-00332,Sai Nair,10th Grade,B,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-00333,Sanya Kumar,10th Grade,B,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-00334,Neha Das,12th Grade,D,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-00335,Vivaan Deshmukh,12th Grade,A,15000.0,8095.95,6904.05,0.0,PENDING_DUE
ADM-2026-00336,Priya Reddy,12th Grade,A,18000.0,10065.66,7934.34,0.0,PENDING_DUE
ADM-2026-00337,Pooja Menon,12th Grade,A,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-00338,Krishna Verma,9th Grade,C,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-00339,Neha Reddy,10th Grade,C,22000.0,8490.96,13509.04,0.0,PENDING_DUE
ADM-2026-00340,Kavita Joshi,9th Grade,A,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-00341,Pari Malhotra,9th Grade,C,12000.0,2444.63,9555.37,0.0,PENDING_DUE
ADM-2026-00342,Sanya Rao,10th Grade,A,15000.0,9573.18,5426.82,0.0,PENDING_DUE
ADM-2026-00343,Sanya Reddy,11th Grade,C,18000.0,6940.74,11059.26,0.0,PENDING_DUE
ADM-2026-00344,Rahul Nair,9th Grade,B,15000.0,6817.21,8182.79,0.0,PENDING_DUE
ADM-2026-00345,Priya Sharma,12th Grade,A,22000.0,5637.66,16362.34,0.0,PENDING_DUE
ADM-2026-00346,Neha Gupta,11th Grade,A,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-00347,Ishaan Joshi,12th Grade,D,15000.0,7871.67,7128.33,0.0,PENDING_DUE
ADM-2026-00348,Diya Nair,11th Grade,A,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-00349,Meera Iyer,10th Grade,C,18000.0,4509.61,13490.39,500.0,DEFAULT_AGED
ADM-2026-00350,Kavita Rao,10th Grade,D,22000.0,3618.58,18381.42,250.0,DEFAULT_AGED
ADM-2026-00351,Pooja Menon,11th Grade,C,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-00352,Sanya Nair,9th Grade,D,12000.0,5918.97,6081.03,0.0,PENDING_DUE
ADM-2026-00353,Sneha Malhotra,10th Grade,B,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-00354,Krishna Iyer,10th Grade,D,18000.0,3515.92,14484.08,500.0,DEFAULT_AGED
ADM-2026-00355,Pooja Reddy,9th Grade,D,18000.0,11328.43,6671.57,0.0,PENDING_DUE
ADM-2026-00356,Rahul Reddy,9th Grade,B,18000.0,2492.73,15507.27,1000.0,DEFAULT_AGED
ADM-2026-00357,Anjali Kumar,11th Grade,A,18000.0,6154.13,11845.87,0.0,PENDING_DUE
ADM-2026-00358,Arjun Deshmukh,11th Grade,A,12000.0,3363.52,8636.48,0.0,PENDING_DUE
ADM-2026-00359,Arjun Verma,12th Grade,A,18000.0,9442.36,8557.64,0.0,PENDING_DUE
ADM-2026-00360,Pari Menon,10th Grade,B,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-00361,Riya Reddy,10th Grade,C,15000.0,6335.74,8664.26,0.0,PENDING_DUE
ADM-2026-00362,Kavita Sharma,10th Grade,A,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-00363,Neha Sen,9th Grade,A,12000.0,4038.87,7961.13,0.0,PENDING_DUE
ADM-2026-00364,Sanya Nair,9th Grade,D,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-00365,Diya Gupta,11th Grade,A,22000.0,7976.79,14023.21,0.0,PENDING_DUE
ADM-2026-00366,Karan Reddy,12th Grade,B,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-00367,Ananya Bose,10th Grade,A,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-00368,Karan Joshi,11th Grade,D,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-00369,Diya Reddy,11th Grade,C,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-00370,Karan Verma,11th Grade,B,12000.0,2778.12,9221.88,0.0,PENDING_DUE
ADM-2026-00371,Priya Das,10th Grade,B,15000.0,7908.08,7091.92,0.0,PENDING_DUE
ADM-2026-00372,Aadhya Bose,12th Grade,B,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-00373,Aditya Sen,11th Grade,B,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-00374,Aditya Deshmukh,12th Grade,A,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-00375,Priya Mehta,12th Grade,D,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-00376,Diya Nair,9th Grade,B,15000.0,9555.69,5444.31,0.0,PENDING_DUE
ADM-2026-00377,Anjali Pillai,12th Grade,B,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-00378,Aadhya Verma,9th Grade,C,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-00379,Vivaan Mehta,9th Grade,B,18000.0,4144.35,13855.65,0.0,PENDING_DUE
ADM-2026-00380,Vikas Patel,11th Grade,A,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-00381,Riya Gupta,11th Grade,A,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-00382,Ananya Mehta,10th Grade,A,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-00383,Anjali Singh,11th Grade,D,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-00384,Riya Rao,12th Grade,B,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-00385,Diya Iyer,9th Grade,D,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-00386,Sneha Deshmukh,11th Grade,C,12000.0,5558.72,6441.28,0.0,PENDING_DUE
ADM-2026-00387,Rohan Patel,11th Grade,D,15000.0,9717.41,5282.59,0.0,PENDING_DUE
ADM-2026-00388,Rahul Gupta,10th Grade,A,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-00389,Amit Sen,11th Grade,B,18000.0,5465.87,12534.13,0.0,PENDING_DUE
ADM-2026-00390,Krishna Nair,9th Grade,A,12000.0,6460.14,5539.86,0.0,PENDING_DUE
ADM-2026-00391,Ayaan Das,11th Grade,B,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-00392,Pari Mehta,12th Grade,A,12000.0,2824.27,9175.73,1000.0,DEFAULT_AGED
ADM-2026-00393,Reyansh Sharma,10th Grade,D,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-00394,Ananya Pillai,9th Grade,D,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-00395,Arjun Bose,11th Grade,D,22000.0,3226.28,18773.72,1000.0,DEFAULT_AGED
ADM-2026-00396,Rohan Joshi,10th Grade,C,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-00397,Reyansh Nair,9th Grade,C,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-00398,Sai Rao,10th Grade,D,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-00399,Pari Verma,11th Grade,B,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-00400,Pari Choudhury,11th Grade,A,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-00401,Karan Choudhury,9th Grade,B,18000.0,9242.68,8757.32,0.0,PENDING_DUE
ADM-2026-00402,Krishna Verma,9th Grade,B,15000.0,5716.15,9283.85,0.0,PENDING_DUE
ADM-2026-00403,Aditya Verma,10th Grade,C,15000.0,8458.69,6541.31,0.0,PENDING_DUE
ADM-2026-00404,Priya Pillai,12th Grade,D,22000.0,9374.2,12625.8,0.0,PENDING_DUE
ADM-2026-00405,Sai Choudhury,10th Grade,B,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-00406,Vikas Rao,11th Grade,B,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-00407,Amit Verma,12th Grade,A,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-00408,Vivaan Kumar,12th Grade,D,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-00409,Krishna Reddy,9th Grade,C,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-00410,Kavita Patel,12th Grade,B,12000.0,2781.89,9218.11,0.0,PENDING_DUE
ADM-2026-00411,Pari Reddy,10th Grade,A,22000.0,3262.47,18737.53,1000.0,DEFAULT_AGED
ADM-2026-00412,Reyansh Bose,12th Grade,D,12000.0,2520.35,9479.65,250.0,DEFAULT_AGED
ADM-2026-00413,Amit Bose,10th Grade,D,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-00414,Amit Das,10th Grade,C,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-00415,Ayaan Choudhury,12th Grade,B,22000.0,5048.09,16951.91,250.0,DEFAULT_AGED
ADM-2026-00416,Sneha Nair,9th Grade,B,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-00417,Pankaj Choudhury,12th Grade,A,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-00418,Krishna Rao,12th Grade,A,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-00419,Diya Choudhury,11th Grade,C,18000.0,12220.25,5779.75,0.0,PENDING_DUE
ADM-2026-00420,Pankaj Nair,9th Grade,D,22000.0,9838.76,12161.24,0.0,PENDING_DUE
ADM-2026-00421,Sanya Verma,9th Grade,B,22000.0,14426.3,7573.7,0.0,PENDING_DUE
ADM-2026-00422,Amit Malhotra,12th Grade,B,12000.0,3401.4,8598.6,0.0,PENDING_DUE
ADM-2026-00423,Ananya Deshmukh,12th Grade,D,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-00424,Pooja Gupta,12th Grade,A,22000.0,9757.87,12242.13,0.0,PENDING_DUE
ADM-2026-00425,Vihaan Joshi,11th Grade,B,18000.0,12367.33,5632.67,0.0,PENDING_DUE
ADM-2026-00426,Riya Sharma,11th Grade,A,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-00427,Vihaan Reddy,9th Grade,A,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-00428,Karan Choudhury,9th Grade,D,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-00429,Sneha Rao,9th Grade,B,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-00430,Priya Deshmukh,10th Grade,A,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-00431,Amit Iyer,9th Grade,D,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-00432,Diya Rao,12th Grade,D,22000.0,7201.07,14798.93,0.0,PENDING_DUE
ADM-2026-00433,Amit Menon,12th Grade,C,15000.0,6808.37,8191.63,0.0,PENDING_DUE
ADM-2026-00434,Meera Gupta,10th Grade,C,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-00435,Pankaj Gupta,11th Grade,B,22000.0,5718.6,16281.4,500.0,DEFAULT_AGED
ADM-2026-00436,Aarav Kumar,12th Grade,B,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-00437,Ayaan Choudhury,10th Grade,D,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-00438,Anjali Mehta,9th Grade,D,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-00439,Aadhya Pillai,12th Grade,A,12000.0,3588.01,8411.99,0.0,PENDING_DUE
ADM-2026-00440,Vivaan Reddy,9th Grade,C,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-00441,Karan Bose,12th Grade,A,22000.0,8529.65,13470.35,0.0,PENDING_DUE
ADM-2026-00442,Priya Patel,11th Grade,D,15000.0,8698.7,6301.3,0.0,PENDING_DUE
ADM-2026-00443,Karan Patel,10th Grade,D,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-00444,Aditya Patel,10th Grade,A,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-00445,Vihaan Joshi,10th Grade,A,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-00446,Ananya Rao,12th Grade,D,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-00447,Arjun Das,9th Grade,A,12000.0,4515.18,7484.82,0.0,PENDING_DUE
ADM-2026-00448,Reyansh Malhotra,12th Grade,C,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-00449,Pankaj Kumar,10th Grade,B,22000.0,13386.98,8613.02,0.0,PENDING_DUE
ADM-2026-00450,Ananya Gupta,12th Grade,D,18000.0,4989.47,13010.53,1000.0,DEFAULT_AGED
ADM-2026-00451,Karan Gupta,10th Grade,A,15000.0,4345.92,10654.08,0.0,PENDING_DUE
ADM-2026-00452,Diya Iyer,12th Grade,B,12000.0,319.96,11680.04,1000.0,DEFAULT_AGED
ADM-2026-00453,Ayaan Pillai,12th Grade,A,12000.0,1465.92,10534.08,500.0,DEFAULT_AGED
ADM-2026-00454,Sneha Malhotra,10th Grade,B,12000.0,4387.86,7612.14,0.0,PENDING_DUE
ADM-2026-00455,Karan Deshmukh,9th Grade,B,12000.0,5775.56,6224.44,0.0,PENDING_DUE
ADM-2026-00456,Meera Bose,9th Grade,D,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-00457,Aditya Pillai,12th Grade,B,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-00458,Aadhya Pillai,10th Grade,A,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-00459,Ishaan Verma,12th Grade,D,15000.0,3478.61,11521.39,0.0,PENDING_DUE
ADM-2026-00460,Ananya Sharma,11th Grade,C,18000.0,5821.29,12178.71,0.0,PENDING_DUE
ADM-2026-00461,Amit Mehta,10th Grade,A,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-00462,Sai Kumar,12th Grade,C,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-00463,Karan Kumar,11th Grade,A,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-00464,Arjun Choudhury,9th Grade,D,15000.0,7726.01,7273.99,0.0,PENDING_DUE
ADM-2026-00465,Ayaan Mehta,9th Grade,B,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-00466,Pankaj Sharma,10th Grade,D,15000.0,5385.7,9614.3,0.0,PENDING_DUE
ADM-2026-00467,Pari Gupta,12th Grade,A,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-00468,Priya Das,9th Grade,D,15000.0,4722.1,10277.9,0.0,PENDING_DUE
ADM-2026-00469,Vikas Mehta,10th Grade,D,18000.0,2604.06,15395.94,500.0,DEFAULT_AGED
ADM-2026-00470,Pari Gupta,11th Grade,B,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-00471,Diya Kumar,10th Grade,A,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-00472,Ishaan Das,12th Grade,C,18000.0,7951.53,10048.47,0.0,PENDING_DUE
ADM-2026-00473,Sai Reddy,11th Grade,C,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-00474,Vivaan Joshi,10th Grade,B,15000.0,4429.67,10570.33,1000.0,DEFAULT_AGED
ADM-2026-00475,Diya Nair,11th Grade,C,15000.0,7600.44,7399.56,0.0,PENDING_DUE
ADM-2026-00476,Neha Patel,11th Grade,D,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-00477,Karan Kumar,10th Grade,C,15000.0,4378.95,10621.05,0.0,PENDING_DUE
ADM-2026-00478,Priya Choudhury,11th Grade,B,18000.0,12298.34,5701.66,0.0,PENDING_DUE
ADM-2026-00479,Kavita Malhotra,10th Grade,D,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-00480,Anjali Das,11th Grade,A,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-00481,Karan Reddy,9th Grade,D,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-00482,Anjali Deshmukh,9th Grade,A,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-00483,Reyansh Joshi,9th Grade,D,12000.0,2518.29,9481.71,0.0,PENDING_DUE
ADM-2026-00484,Aadhya Verma,11th Grade,A,12000.0,5706.12,6293.88,0.0,PENDING_DUE
ADM-2026-00485,Arjun Nair,12th Grade,D,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-00486,Diya Gupta,9th Grade,D,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-00487,Aadhya Kumar,10th Grade,C,22000.0,5516.55,16483.45,250.0,DEFAULT_AGED
ADM-2026-00488,Reyansh Menon,9th Grade,A,18000.0,6464.13,11535.87,0.0,PENDING_DUE
ADM-2026-00489,Ishaan Gupta,11th Grade,D,18000.0,5166.55,12833.45,0.0,PENDING_DUE
ADM-2026-00490,Pankaj Bose,12th Grade,A,18000.0,6426.08,11573.92,0.0,PENDING_DUE
ADM-2026-00491,Vihaan Rao,12th Grade,D,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-00492,Pooja Das,10th Grade,A,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-00493,Vikas Rao,9th Grade,C,22000.0,5484.72,16515.28,250.0,DEFAULT_AGED
ADM-2026-00494,Rahul Patel,12th Grade,A,18000.0,1030.21,16969.79,250.0,DEFAULT_AGED
ADM-2026-00495,Aditya Deshmukh,12th Grade,B,18000.0,6384.39,11615.61,0.0,PENDING_DUE
ADM-2026-00496,Rahul Das,10th Grade,C,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-00497,Diya Kumar,9th Grade,B,12000.0,2745.28,9254.72,0.0,PENDING_DUE
ADM-2026-00498,Amit Das,9th Grade,A,15000.0,8574.54,6425.46,0.0,PENDING_DUE
ADM-2026-00499,Diya Mehta,10th Grade,C,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-00500,Krishna Choudhury,9th Grade,D,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-00501,Ishaan Das,9th Grade,C,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-00502,Pankaj Das,10th Grade,B,18000.0,11181.73,6818.27,0.0,PENDING_DUE
ADM-2026-00503,Sanya Bose,9th Grade,B,18000.0,12490.15,5509.85,0.0,PENDING_DUE
ADM-2026-00504,Diya Choudhury,10th Grade,A,18000.0,4885.3,13114.7,250.0,DEFAULT_AGED
ADM-2026-00505,Amit Sharma,9th Grade,C,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-00506,Meera Choudhury,10th Grade,D,22000.0,11235.97,10764.03,0.0,PENDING_DUE
ADM-2026-00507,Anjali Pillai,9th Grade,C,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-00508,Aditya Menon,9th Grade,B,18000.0,9054.45,8945.55,0.0,PENDING_DUE
ADM-2026-00509,Anjali Deshmukh,10th Grade,D,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-00510,Ananya Sharma,9th Grade,A,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-00511,Vihaan Choudhury,11th Grade,C,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-00512,Anjali Bose,9th Grade,B,18000.0,2915.09,15084.91,1000.0,DEFAULT_AGED
ADM-2026-00513,Vihaan Reddy,11th Grade,D,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-00514,Aadhya Rao,11th Grade,D,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-00515,Ishaan Verma,12th Grade,C,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-00516,Anjali Verma,11th Grade,C,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-00517,Pari Patel,10th Grade,D,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-00518,Rohan Mehta,9th Grade,A,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-00519,Aadhya Kumar,9th Grade,D,12000.0,4584.84,7415.16,0.0,PENDING_DUE
ADM-2026-00520,Diya Joshi,9th Grade,D,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-00521,Riya Pillai,12th Grade,A,18000.0,10749.7,7250.3,0.0,PENDING_DUE
